number,title,created_at,closed_at,state,comments,labels,body
2153,[BUG] SVG output is not compatible with most tools beyond browsers,2022-04-04 09:01:49+00:00,2022-05-12 11:54:31+00:00,closed,11,['Needs triage'],"**Describe the bug**

I'm looking at automating the conversion of rich's SVG output to PNG for documentation purposes, but it appears that the full compatibly of these SVGs is currently limited to chromium-based browsers.

I'll take the following test file as example (generate with rich 12.1.0):
![demo](https://user-images.githubusercontent.com/49431240/161507717-a400ec43-5334-44a1-9769-7561e342f013.svg)

Here is how it is displayed with macOS Finder's Quicklook (missing background):

<"
2152,Support setting terminal title (including on legacy Windows consoles),2022-04-04 08:22:21+00:00,2022-04-20 09:03:13+00:00,closed,1,[],
2151,[BUG] print progress bars on stderr,2022-04-04 08:18:35+00:00,2022-04-04 20:27:42+00:00,closed,3,['Needs triage'],"Right now, progress bars are printed to stdout. I would suggest changing this to stderr (by default). For reference, see [this stackexchange discussion](https://unix.stackexchange.com/questions/331611/do-progress-reports-logging-information-belong-on-stderr-or-stdout).

Quoting:

> Printing spinners and the like to stdout together with the results is a safe way to make the results useless. If you ever need to pipe the results to some other program, said program would need to separate the res"
2150,[BUG] ImportError OrderedDict,2022-04-04 07:44:28+00:00,2022-04-04 10:15:59+00:00,closed,6,['Needs triage'],"You may find a solution to your problem in the [docs](https://rich.readthedocs.io/en/latest/introduction.html) or [issues](https://github.com/willmcgugan/rich/issues).

First: Thanks for your awesome project and the work you take to make devs lifes better :)!
**Describe the bug**

Some updates seem to have mixed up dependencies.
```bash
> rich README.md      
Traceback (most recent call last):
  File ""/home/graeter/.local/bin/rich"", line 5, in <module>
    from rich_cli.__main__ import"
2148,[REQUEST] Remove frame from exported SVG,2022-04-04 04:24:55+00:00,2022-06-30 19:46:53+00:00,closed,2,['Needs triage'],"Hi there :) 

I was trying the SVG export of Rich and while it looks very cool I don't really like the fact that there's a big frame around the output:

<img width=""972"" alt=""image"" src=""https://user-images.githubusercontent.com/667029/161473570-015646df-4c06-4e36-8291-11fafa7a92ce.png"">

It seems that I can hide the frame by changing the CSS, but I think there should be a builtin way, especially because the viewbox should also change based on where you have a frame or not 😊

Can we make"
2147,embedding Rich SVGs leaks styles,2022-04-03 15:16:58+00:00,2022-04-20 11:04:21+00:00,closed,1,['bug'],"When embedding SVGs within a web page, the SVG styles ""leak"" in to the HTML. For instance the span style changes in the rest of the page.

I'm not sure if there is some easy way to prevent that, but if not, perhaps we should generate a random ID for the SVG and update the styles to only use that UD."
2146,[BUG] Hooking `traceback` in `vscode` notebook prevents exceptions from raising,2022-04-03 09:29:31+00:00,,open,3,['jupyter'],"**Describe the bug**

When using `traceback.install()` in `vscode`, exceptions aren't raised anymore. The cell status is success and the code continues running.

Inside a notebook in `vscode`
```python
import rich
rich.traceback.install();
raise ValueError
```

<img width=""791"" alt=""image"" src=""https://user-images.githubusercontent.com/17511625/161420786-a31d2657-9830-415c-a990-c8e828d5b5e0.png"">


**Platform**
<details>
<summary>Click to expand</summary>

What platform (Win/Li"
2145,Async rich,2022-04-02 16:29:47+00:00,2022-04-03 05:57:27+00:00,closed,2,[],Can I use rich asynchronously? For example create a `Prompt` without blocking.
2144,[BUG] some styles make all subsequent text blinking,2022-04-02 10:22:53+00:00,2022-04-20 13:25:42+00:00,closed,2,['Needs triage'],"**Describe the bug**

Using `console.print` with the style `grey69 italic` makes the text blink. Subsequent calls to `console.print` also result in blinking text.
Here's a screencast of the bug:

![screencast](https://user-images.githubusercontent.com/35708136/161378740-f00e84cc-f399-4d65-b81b-3fb44786954a.gif)

**Platform**
<details>
<summary>Click to expand</summary>

What platform (Win/Linux/Mac) are you running on? - Ubuntu 18.04
What terminal software are you using? - gnome-term"
2140,Can terminal optional input be supported？,2022-04-01 02:28:18+00:00,2022-04-01 08:26:45+00:00,closed,4,['Needs triage'],"Can terminal optional input be supported？

Like nodejs Inquirer.js:

![feture](https://segmentfault.com/img/bVCJ0f)
"
2139,[BUG] Flickering large progress display on Alacritty,2022-03-31 18:45:21+00:00,2022-04-01 16:57:28+00:00,closed,12,['Needs triage'],"
**Describe the bug**

I have a progress bar that sometimes has up to 20 items, and it flickers kind of annoyingly.

I made a representative example that flickers:

```python
from rich.progress import (
    Progress,
    TimeElapsedColumn,
    SpinnerColumn,
    TimeRemainingColumn,
    TransferSpeedColumn,
    BarColumn,
    DownloadColumn,
)
from rich.console import Console
import time


def gen_stream():
    for i in range(20):
        msg = {""bar"": i, ""total"": 1, ""comp"
2137,[QUESTION] How to override markdown header justification?,2022-03-31 16:45:59+00:00,2022-04-01 08:29:07+00:00,closed,11,[],"Hello, 
Can I override the classes inside the markdown module?
I'd like to change the Heading class, specifically I'd like to override the text.justify = ""center"" in the markdown Heading class. 
How can I do this?

Many thanks,
Phil."
2134,How to clear the progress bar after it's run its course,2022-03-30 14:55:29+00:00,2022-03-30 15:10:22+00:00,closed,4,[],"The following script:

```python
from time import sleep
from rich.progress import Progress

print(""Begin..."")

with Progress() as progress:
    pbar = progress.add_task(""Performing X"", total=100)
    for i in range(100):
        sleep(0.005)
        progress.update(pbar, advance=1)
    progress.remove_task(pbar)
progress.console.clear()

print(""End..."")
```

produces the following output:

```bash
Begin...

End...
```

Is there a way to entirely get rid of the line con"
2129,[QUESTION] - How does one justify center on a live display / live table,2022-03-29 15:56:01+00:00,2022-03-29 16:31:47+00:00,closed,11,[],"```
import time

from rich.live import Live
from rich.table import Table

table = Table()
table.add_column(""Row ID"")
table.add_column(""Description"")
table.add_column(""Level"")

with Live(table, refresh_per_second=4):  # update 4 times a second to feel fluid
    for row in range(12):
        time.sleep(0.4)  # arbitrary delay
        # update the renderable internally
        table.add_row(f""{row}"", f""description {row}"", ""[red]ERROR"")
```

How would I make this live table display"
2127,[BUG] minor: ansi codes in daphene output,2022-03-29 02:16:11+00:00,2022-03-29 17:37:19+00:00,closed,3,['Needs triage'],"I use Rich as my Django logger, as described here: https://www.willmcgugan.com/blog/tech/post/richer-django-logging/

Everything worked fine with runserver, however once I started using Daphene there were ansi codes in the output.

![image](https://user-images.githubusercontent.com/1473102/148436623-fb56534d-8518-4c24-bda8-15b2882ca4ec.png)

**Platform**
<details>
<summary>Click to expand</summary>
Mac, rich==11.2.0
</details>

Thank you for the incredible piece of software!"
2126,[BUG] Bad print on Google Colab,2022-03-28 23:44:46+00:00,2022-03-30 07:00:00+00:00,closed,2,['Needs triage'],"When using rich on google colab, I get bad tables print:
![image](https://user-images.githubusercontent.com/45401861/160504947-72e19f38-c0e2-4040-8e00-c211d9893845.png)
While it should be like this:
![image](https://user-images.githubusercontent.com/45401861/160505006-24ec7439-c758-4c9b-b591-4e6f17b001ce.png)

Code used to create the table, given a pandas dataframe:
```python
import pandas as pd
from rich import box
from rich.table import Table, Column

COLORS = {""red"", ""green"", ""yell"
2123,"[BUG] Rich displays colors in command prompt on second, third, etc calls and not the first primary one.",2022-03-27 18:18:22+00:00,2022-03-27 19:21:22+00:00,closed,2,[],"So I did python -m rich.color on the machine that I had this error on and its able to print all the colors, but some are greyed out and I am on the latest windows machine, https://prnt.sc/bLnutF7jgaK6

I had developed the following code to call my file when there is an error and I manually triggered it with cntrl c, on the second time it calls the file all the colors are fine, any idea why?

```
import os
from subprocess import call


while True:
    try:
        call([""python"", ""main"
2121,[BUG] - Why dosent rich print my text with color when its configured properly using the Console API,2022-03-27 13:54:45+00:00,2022-03-27 16:56:06+00:00,closed,9,[],"```
from rich.console import Console

console = Console(color_system=""windows"")
GRINCH_LOGO = """"""

 ██████╗ ██████╗ ██╗███╗   ██╗ ██████╗██╗  ██╗    
██╔════╝ ██╔══██╗██║████╗  ██║██╔════╝██║  ██║    
██║  ███╗██████╔╝██║██╔██╗ ██║██║     ███████║    
██║   ██║██╔══██╗██║██║╚██╗██║██║     ██╔══██║    
╚██████╔╝██║  ██║██║██║ ╚████║╚██████╗██║  ██║    
 ╚═════╝ ╚═╝  ╚═╝╚═╝╚═╝  ╚═══╝ ╚═════╝╚═╝  ╚═╝    
                                                  
                               "
2120,[QUESTION] How to print multiple lines of text in Layout with Live?,2022-03-27 05:58:18+00:00,2022-04-02 08:39:09+00:00,closed,2,[],"Hello Folks 👋, Goodnight. I have a question about the use of this library and I would like to know if there is something ready for it or if you know any way to solve it.

My question is if it is possible to print my Logs using Layout with the name of ""body"" in my code. I'm using Layout and always updating with Live.

The idea I want to do is similar to this gif I saw:

<img src=""https://user-images.githubusercontent.com/20346767/160268564-40562825-70f0-4e6f-b33f-2b7e592512b1.gif"" width=""60"
2119,[REQUEST] Allow setting default parameters for `Console` via environment variables,2022-03-26 22:18:30+00:00,2022-08-19 08:11:52+00:00,closed,6,['Needs triage'],"Hello,

When using `rich` in [`euporie`](https://github.com/joouha/euporie) (a terminal Jupyter notebook client), `rich` detects that it is running in a Jupyter notebook and not running in a TTY, and so returns HTML output.

However, you get a far superior experience when using `rich` in `euporie` by by setting the following `Console` parameters:

```python
Console(force_jupyter=False, force_terminal=True)
```

I'd like to be able to pre-configure `rich` to use these parameters by defa"
2117,[BUG] Weird output from from_ansi,2022-03-26 10:12:37+00:00,2022-03-27 18:33:35+00:00,closed,7,['Needs triage'],"The output from the method ``from_ansi`` is not correctly rendered by ``console.Console``.

- This example forces colored output in a ``subprocess`` and then prints the output to the terminal
- directly (no pipeing) ✔️
- pipeing and then printing the output using ``print()`` ✔️
- pipeing and then printing the output using ``Console.print()`` ❌

<details>
<summary>Test script</summary>

```python
import atexit
import os
from pathlib import Path
from subprocess import PIPE, Popen
fr"
2112,[BUG] Using status overwrites all previous output when in Jupyter notebook,2022-03-25 16:06:13+00:00,2024-07-02 12:28:08+00:00,closed,6,['Needs triage'],"**Describe the bug**

When in a Jupyter notebook, using `status` overwrites all previous output.

```python
import time

from rich.console import Console

print(""Previous output"")
console = Console()

with console.status('This overwrites previous output'):
    time.sleep(2)
```

**Platform**
<details>
<summary>Click to expand</summary>

What platform (Win/Linux/Mac) are you running on? What terminal software are you using?

I may ask you to copy and paste the output of the "
2107,[BUG] Rich's IPython extension doesn't work,2022-03-25 14:40:36+00:00,2022-03-25 14:52:13+00:00,closed,1,['Needs triage'],"**Describe the bug**

When trying to use `%load_ext rich` in **IPython** on Terminal it says following:
```
%Python 3.10.3 (main, Mar 17 2022, 04:46:20) [Clang 12.0.8 (https://android.googlesource.com/toolchain/llvm-project c935d99d7
Type 'copyright', 'credits' or 'license' for more information
IPython 8.1.1 -- An enhanced Interactive Python. Type '?' for help.

In [1]: %load_ext rich
The rich module is not an IPython extension.
```

**Platform**
<details>
<summary>Click to expand<"
2106,[QUESTION] Live display without context manager,2022-03-25 14:35:19+00:00,2022-03-25 18:51:51+00:00,closed,1,[],"This package is awesome and I really want to use in my machine learning project. I have a class `class X` that implements a method `Y`, which runs a `for` loop. I want to display a progress bar for this method but I don't want to wrap the code  of method `Y` in a context manager (I'm trying to keep my code imperative and modular). Is there a way to do this, for example, calling a function `update_progress_bar` to update the progress bar?"
2104,[BUG] Table border does not respect show_header=False,2022-03-25 04:21:22+00:00,2022-03-25 14:24:44+00:00,closed,3,['Needs triage'],"When setting show_header=False, I would expect the table border to be of uniform line weight.
However, the first row shows heavy line weight, as if it is emphasising the (not shown) column header.

Example:
```
No header 
┏━━━━━━━━┓
┃ First  ┃
│ Second │
│ Third  │
└────────┘
  Header  
┏━━━━━━━━┓
┃ Column ┃
┡━━━━━━━━┩
│ First  │
│ Second │
│ Third  │
└────────┘
```

Sample code:
```
from rich.console import Console
from rich.table import Table

table = Table(""Column"", "
2103,Rich is not working inside docker,2022-03-24 22:08:06+00:00,2022-03-24 22:20:02+00:00,closed,2,['Needs triage'],"Rich does not output colorful text inside docker image.
Docker image inherits from `python:3.10.3-slim`"
2100,[BUG] NO_COLOR enviroment variable not respected for timestamp in rich logging,2022-03-23 22:49:18+00:00,2022-03-24 08:42:59+00:00,closed,2,['Needs triage'],"The ``TERM=dumb`` environment variable is respected for rich-logging, but the ``NO_COLOR=1`` environment variable not.

NO_COLOR is just respected for the logging type (e.g., INFO), but not for the timestamp.

Run the following commands with the settings for TERM and NO_COLOR and you will see the bug yourself:

```python
import logging
from rich.logging import RichHandler
logging.basicConfig(level=""NOTSET"", format=""%(message)s"", datefmt=""[%X]"", handlers=[RichHandler()])
log = logging.g"
2099,[BUG] Doubled entry-point in segment.py,2022-03-23 13:18:31+00:00,2022-03-23 14:28:12+00:00,closed,2,['Needs triage'],"In [rich/segment.py, line 992](https://github.com/Textualize/rich/blob/master/rich/segment.py#L692) are doubled nested `if __name__ == ""__main__"": ...` entry-point:

```python
# ...

if __name__ == ""__main__"":

    if __name__ == ""__main__"":  # pragma: no cover
        from rich.console import Console
        from rich.syntax import Syntax
        from rich.text import Text

        # ...
```"
2098,[BUG] Mac addresses print emojis,2022-03-23 13:05:08+00:00,2022-03-24 08:39:53+00:00,closed,6,['Needs triage'],"**Describe the bug**

A MAC address like `01:23:45:CD:89:AB` is printed as 01:23:45:cd:89:AB

```
from rich import print

print(""Address: 01:23:45:CD:89:AB"")
```

I checked if it is possible to change the default highlighter to render the string without emojis but didn't find a way to do this.
I know I could suppress emojis at all e.g. with `Console(emoji=false)` but I would like to suppress it only for those specific strings.

Is it possible to add an option to `Style` to not rende"
2094,[BUG] ASV failed to publish,2022-03-22 11:14:46+00:00,2022-07-11 10:44:14+00:00,closed,2,[],https://github.com/Textualize/rich/actions/runs/2021954439
2092,[BUG] Windows: Nothing is printed on Git Bash,2022-03-22 05:15:51+00:00,2022-03-22 11:09:33+00:00,closed,3,['Needs triage'],"**Describe the bug**
On Git Bash's Terminal (Mintty), nothing is printed when run with `rich==12.0.0`
![git bash rich bug](https://user-images.githubusercontent.com/49693820/159411423-462b2dba-116d-4abd-8a5b-468f294fd5fd.png)
I think this isn't an expected behaviour right? Seeing https://github.com/Textualize/rich/issues/988 and https://github.com/Textualize/rich/issues/330, it says Git Bash's terminal isn't a real terminal and can't print colours (which is fine), but not printing anything is"
2085,[REQUEST] Would be helpful if `rich.inspect` with `help=True` could format the param list so that it is one param per line to improve readability,2022-03-18 21:27:19+00:00,2024-07-02 12:26:35+00:00,closed,2,['Needs triage'],"**How would you improve Rich?**

Currently, `rich.inspect(..., help=True)` prints the definition as a single line. For functions/classes with a large number of parameters, this is unwieldily to read (especially if the docs do not have a nicely formatted param list). Here is an example of what I get for `rich.inspect(click.Command, help=True)` (`click` actually does have good doc strings, but it is just a quick example of a class with many params):

```
>>> inspect(click.Command, help=True)"
2083,[BUG] typing: Progress in Group isn't happy,2022-03-18 17:32:09+00:00,2022-03-21 17:08:16+00:00,closed,1,['Needs triage'],"**Describe the bug**

Running mypy on the following code:

```python
from rich.console import Group
from rich.progress import Progress

outer_progress = Progress()
inner_progress = Progress()
live_group = Group(outer_progress, inner_progress)
```

Produces:


```console
$ mypy --strict tmp.py
tmp.py:6: error: Argument 1 to ""Group"" has incompatible type ""Progress""; expected ""Union[ConsoleRenderable, RichCast, str]""
tmp.py:6: note: Following member(s) of ""Progress"" have conflict"
2079,[BUG]'Alternate screen' on windows 7-10 does not clear after completio (RE),2022-03-18 03:53:07+00:00,2022-12-24 10:44:46+00:00,closed,2,['Needs triage'],"```
import time
from rich.console import Console

console = Console()

print(""Great_Rich"")

with console.screen():
    console.print(""Banner"")
    time.sleep(2)

for i in ""Text"":
    time.sleep(0.04)
    print(f""\033[31;1m{i}"", end='', flush=True)
print(""\n\n exit"")
```

screen windows 10
https://user-images.githubusercontent.com/61022210/158059480-7fb9b0d6-0ae0-4af8-aefb-1313bdf142b4.png

I also [compiled](https://disk.yandex.ru/d/JEqpCvFNb5XeuA) this source into an .exe, w"
2078,[BUG] UUID not always highlighted ,2022-03-17 20:22:33+00:00,2022-03-18 17:17:58+00:00,closed,1,['Needs triage'],"
**Describe the bug**
The highlighting of UUIDs still misses some corner cases it seems. The image shows two uuids and only one of them are correctly highlighted:
![image](https://user-images.githubusercontent.com/7725618/158887729-918017ef-bbfa-49ec-9b3e-3fdf524036ec.png)
Here is the code:
```python
from rich import print
print(""e10a2fa5-2720-4272-80e7-2526b352127d"")
print(""78351748-9b32-4e08-ad3e-7e9ff124d541"")
```
Both of these strings are valid uuids.


**Platform**
*Python:* 3"
2073,"[BUG] When pretty-printed, items with a multi-line repr are not indented",2022-03-16 10:26:40+00:00,,open,9,['accepted'],"**Describe the bug**

*Not entirely sure if it's a proper bug or a won't fix, but at least getting an answer would be great.*

**Context:** I'm using Rich to display nicely a hierarchy of `attrs`-powered objects using `rich.pretty.pprint()`. This works very well and Rich saves me a lot of trouble when visually inspecting those objects.

Some of the fields in my objects consist of Numpy or xarray data whose repr may span accros multiple lines. Here is an example:

```python
import numpy "
2068,[REQUEST] - Console export to SVG,2022-03-15 21:46:11+00:00,2022-03-30 12:25:15+00:00,closed,2,['accepted'],"As a Developer using rich Tables I would like to create images so that they can be included into messaging applications, such as Slack.  I am currently using the console.export_html() feature to create HTML string.  Then using a third-party package, imgkit, I can creating an image file.  

This issue request to have a console.export_svg() feature would enable me to create the image file without requiring the third-party package.

Thank you!"
2054,[BUG] Possible missing `end` keyword argument in `Text.from_markup`,2022-03-14 04:09:09+00:00,2022-03-22 17:21:17+00:00,closed,6,['Needs triage'],"Is `Text.from_markup` missing an `end` keyword-argument?

I use `Text(""Hello, world!"", end="""")` to create ` Text` object without a newline. If I want to use console markup, I'd want to use `Text.from_markup("":rocket: Hello, world!"", end="""")`, but this throws an argument error."
2053,[BUG] Rich 12.0.0 fails to write to stdout attached to a pipe on Windows ,2022-03-13 20:14:12+00:00,2022-03-18 16:45:11+00:00,closed,6,"['bug', 'Needs triage']","### Describe the bug

Since rich 12.0.0, printing to stdout fails running under a subprocess attached to a pipe on Windows. 

To reproduce, save the following reproducer and run it first with rich==12.0.0

```python
import subprocess
import sys

code = """"""\
import sys
from rich.console import Console

console = Console(file=sys.stdout)
console.print(""spam"")
""""""
err_code = code.replace(""sys.stdout"", ""sys.stderr"")
cmd = [sys.executable, ""-""]

print(""[capture_output=True via sys"
2050,Is there a method to display unix timestamps with various formats?,2022-03-11 17:49:51+00:00,2022-03-12 09:29:09+00:00,closed,2,['Needs triage'],"I didn't see anything, but want to check this isn't already a feature.

It would be cool to provide a standard unix timestamp to rich and make it easy to print it in various formats.

If rich is sort of like the view layer I think it makes sense for it to be able to convert unix timestamps. Is this already possible?"
2048,[BUG] Table column truncates despite no_wrap=False when it contains pipe character,2022-03-11 10:54:38+00:00,2022-03-11 14:10:47+00:00,closed,2,['Needs triage'],"You may find a solution to your problem in the [docs](https://rich.readthedocs.io/en/latest/introduction.html) or [issues](https://github.com/willmcgugan/rich/issues).

**Describe the bug**

The `no_wrap` option when set to False on a column should allow the column content to wrap. This does not work when the text of a row contains the pipe character. In this situation, the `no_wrap=False` flag is not respected and the the content is truncated. This is only the case when a `|` character is p"
2047,[BUG] printing -\n- in rich.progress context manager will kill the jupyter.,2022-03-10 20:39:33+00:00,2022-04-21 09:23:12+00:00,closed,2,['Needs triage'],"try this code in the jupyter notebook:

```python
from rich.progress import Progress
with Progress() as progress:
    print(""-\n-"")
print(""finished"")
```
and it will show a popup message displaying that the kernel has died.
I have tested it on google colab and mint.

also, I have installed rich using
```
pip install rich[jupyter]
```"
2046,The process gets stuck (in a deadlock?) when using the RichHandler for logging,2022-03-10 15:13:53+00:00,2023-01-21 17:11:04+00:00,closed,9,['Needs triage'],"**Describe the bug**

I'm running a multiprocessing + multithreading app, and I was using the `RichHandler`. The process is a long-running process, and it always got stuck at some point. I was analyzing the dumped stack when the process got in this state using `py-spy` and I got to the conclusion that the problem is that the `RichHandler` gets stuck in this line: https://github.com/Textualize/rich/blob/v11.0.0/rich/live.py#L246

If I remove the `RichHandler` then I don't experience the probl"
2042,[BUG] Tracebacks don't expand to fit height properly,2022-03-09 20:11:27+00:00,2022-03-10 16:06:23+00:00,closed,6,['Needs triage'],"**Describe the bug**

If you put a Traceback inside a container with a height, it exactly chops off the message at the bottom (regardless of how many lines it has, tested with 1 and a longer message producing 2), and instead matches the frame around the traceback. This is currently causing an issue when placing a traceback in a panel in textual.

MWE:
```python
import rich.traceback
import rich.panel

try:
    1/0
except Exception:
    rich.print(rich.panel.Panel(rich.traceback.Trace"
2039,Need objects.inv for intersphinx_mapping,2022-03-08 19:41:53+00:00,2022-03-09 09:35:52+00:00,closed,3,[],"Hello @willmcgugan 

I would like to use intersphinx_mapping https://www.sphinx-doc.org/en/master/usage/extensions/intersphinx.html to document rich  API in my codebase. I added the following in my `conf.py` but it failed to load. It turns out that it is trying to fetch objects.inv 

```
intersphinx_mapping = {
    ""python"": (""https://docs.python.org/3"", None),
    ""rich"": (""https://rich.readthedocs.io/"", None),
}
```

This is the error message from the `make html`

```
WARNING: fa"
2036,Rich Benchmark,2022-03-07 21:05:02+00:00,2022-03-29 16:24:07+00:00,closed,1,[],"We are going to spend some time optimising Rich. To track progress we will need some benchmarks.

I'd suggest creating a benchmarks directory in the same level as tests. And implementing a few functions that work with a particular area of Rich. 

The first benchmark should test rendering text. Suggest we use the Syntax class (which uses Text) to highlight a large Python file. And time how long it takes to render.

Something to bare in mind is that we don't want to time how long it takes to"
2033,[BUG] Inspecting a NamedTuple defined int the REPL throws an error,2022-03-07 15:10:04+00:00,2022-03-08 14:15:16+00:00,closed,1,['bug'],"I suspect this is not exclusive to NamedTuples

<img width=""1452"" alt=""Screenshot 2022-03-07 at 15 08 46"" src=""https://user-images.githubusercontent.com/554369/157060930-7e517028-f587-4c48-906a-a807108a1687.png"">

"
2030,[REQUEST] prevent expansion of certain columns,2022-03-07 10:04:14+00:00,2022-03-09 09:36:20+00:00,closed,6,['Needs triage'],"I'd like to be able to expand certain columns and keep others at a fixed width. This is possible right by now by setting `expand=True` on the table and setting `ratio=1` (?) in the columns that can be expanded (see [this discussion](https://github.com/Textualize/rich/discussions/1526)):
```python
from rich.table import Table
from rich.text import Text
from rich import print


t = Table(box=None, padding=0, expand=True)
t.add_column(Text(""x"", justify=""left""), justify=""right"", ratio=1)
t."
2028,[BUG] Incorrect type for print_json indent in __init__.py,2022-03-07 00:44:25+00:00,2022-03-07 11:19:49+00:00,closed,1,['Needs triage'],"**Describe the bug**

The type for `indent` (`indent: int = 2`) in `print_json` from the `__init__.py` file seems to be incorrect. In `console.py` it is typed as `indent: Union[None, int, str] = 2` and `print_json` in the init calls from console.py so it seems like they should have the same type."
2027,[BUG] `rich.print_json()` produces incorrect syntax highlighting with `indent=None`,2022-03-06 14:10:50+00:00,2022-03-08 16:30:45+00:00,closed,3,['bug'],"**Describe the bug**

When using the `indent=None` parameter to `rich.print_json()`, it results in incorrect highlighting.

Minimal example:
```py
data = {""items"": [{""name"": ""apple"", ""count"": 1}]}
rich.print_json(data=data)  # Good
rich.print_json(data=data, indent=None)  # Bad
```

Screenshot:
![Screenshot of issue](https://user-images.githubusercontent.com/482367/156926758-af8cb1f4-f68c-4d24-980d-04a48704e949.png)

**Platform**
<details>
<summary>Click to expand</summary>

* "
2026,"[BUG] TypeError: can only concatenate str (not ""NoneType"") to str",2022-03-06 01:43:24+00:00,2022-03-06 23:19:32+00:00,closed,4,['Needs triage'],"**Description**

I'm new to `rich`, so this is _probably_ a user error. Still, I can't figure it out, and it seems like a bug to my untrained eyes, so I'm posting it here. Sorry if this ends up being a user mistake!

I'm trying to write a `__rich_console__` method for a custom class. The code is below. Calling `from rich import print`, and then `print(Message(""Test""))` results in the error below the code. 

**Code**

<details>

<summary>Click to Expand</summary>

```python
from data"
2022,[BUG] Should RichHandler default to stderr,2022-03-03 16:46:42+00:00,2022-03-09 17:37:15+00:00,closed,18,['Needs triage'],"
**Describe the bug**

""Bug"" is a little strong, but I noticed that by default Python logging writes to stderr, but when using RichHandler by default it writes to stdout.

I know you can get around this with something like:

``` python
logging.basicConfig(
    level=""DEBUG"", datefmt=""[%X]"", handlers=[RichHandler(console=Console(stderr=True))]
)
```

But would it be more sensible and less surprising for new users if by default RichHandler logged to stderr?




"
2018,[BUG] rich.traceback: no lexer for filename X found,2022-03-03 11:49:17+00:00,2022-04-01 09:23:44+00:00,closed,5,['bug'],"**Describe the bug**

The rich.traceback doesn't know how to render tracebacks originating from inside jinja2 templates.
The issue is twofold: (1) rich doesn't recognize the `.yaml.j2` extension as `jinja2+yaml`,  and (2) the fallback isn't to print the file contents without highlighting but instead to **simply not print it at all**.
As such this bug likely also affects other languages to compile to python bytecode, such as [dg](http://pyos.github.io/dg/), [Hylang](https://docs.hylang.org/en"
2017,Missing line in tree,2022-03-03 11:00:00+00:00,2022-03-07 15:57:06+00:00,closed,2,['bug'],"The tree renderable can generate a tree with missing lines. Seems to be on the first node of each branch, if the height is greater than one.

<img width=""801"" alt=""Screenshot 2022-03-03 at 10 58 23"" src=""https://user-images.githubusercontent.com/554369/156551611-18df6b7a-5010-43ec-a593-cbff4a4da70c.png"">
"
2016,[Question] How to strip all styles and their tags using log handler?,2022-03-02 23:38:43+00:00,2022-03-07 11:46:47+00:00,closed,1,[],"I'm using 2 instances of `RichHandler` in my logger: one to log to sdout and another to log to a file.

For the file handler, I'd like to know if I can configure it to not just print plain text, but also to remove any style tags. I've played around and can get this to work using the `Console` directly, but not when wrapped with the handler:

```python
import logging

from rich.console import Console
from rich.logging import RichHandler

console = Console(color_system=None)

logger = "
2015,Thank you note!,2022-03-02 12:29:36+00:00,2022-03-02 21:28:00+00:00,closed,2,['Needs triage'],"This is waaaaay too cool thank you! 

![image](https://user-images.githubusercontent.com/9364931/156361507-ef070a94-d21a-43a9-81bb-c8ad27ee7d48.png)

(I'm working on a Pelican plugin and Pelican uses Rich to format the stacktraces)"
2012,[REQUEST] Add explicit support for NamedTuples,2022-02-28 15:00:16+00:00,2022-03-08 14:14:32+00:00,closed,1,['enhancement'],"The Pretty class doesn't support pretty printing NamedTuples.

We should attempt to auto detect named tuples in order to expand these on to multiple lines as appropriate.

NamedTuples inherit from `tuple` and don't have a common base class. They have a `_fields` attribute which could identify them as a named tuple. 

We will also need to check if a custom __repr__ has been provided (in the same was as we do dataclasses)."
2009,[BUG] progress bar not unique,2022-02-27 15:30:41+00:00,2022-02-27 15:34:15+00:00,closed,3,['Needs triage'],"<img width=""958"" alt=""图片"" src=""https://user-images.githubusercontent.com/27907644/155888652-d9ce6ec0-89cc-475d-a143-3929013ca82a.png"">

```python
from rich.console import Console
from rich.progress import track

console = Console()

  for chapter_name, url in track(res, desc):
            console.print(chapter_name, url)
```"
2007,[REQUEST] support $NO_COLOR,2022-02-27 08:31:07+00:00,2022-02-27 08:42:55+00:00,closed,2,['Needs triage'],"See https://no-color.org/

> Command-line software which adds ANSI color to its output by default should check for the presence of a NO_COLOR environment variable that, when present (regardless of its value), prevents the addition of ANSI color.

Would be nice to rich on the list there, as adoption of rich seems to be increasing."
2003, [BUG] tests.test_segment.test_repr failing on Windows / 3.10.0b3,2022-02-26 19:34:32+00:00,2022-02-27 06:34:11+00:00,closed,4,['Needs triage'],"I wanted to contribute to Rich following the guidlines [here ](https://github.com/Textualize/rich/blob/41279bca20fefdfe7edf4414f80745da4fb13849/CONTRIBUTING.md) and ran into this issue on the test suite.  Maybe this fix can be my first contribution? 

PS C:\Users\ilanb\PycharmProjects\rich> python -m pytest .\tests\test_segment.py  -k test_repr
================================================================================= test session starts ================================================"
